439
1 5
395.0 199.0 2925
401.0 196.0 3003
401.0 196.0 3100
401.0 196.0 3200
401.0 196.0 3300
401.0 196.0 3400
401.0 196.0 3500
401.0 196.0 3600
401.0 196.0 3700
401.0 196.0 3800
259 26
19.0 291.0 2783
56.0 277.0 2821
90.0 263.0 2853
127.0 252.0 2892
152.0 255.0 2917
189.0 256.0 2948
228.0 236.0 2974
258.0 214.0 3005
286.0 203.0 3030
321.0 196.0 3057
332.0 191.0 3109
350.0 192.0 3266
367.0 203.0 3294
403.0 212.0 3328
431.0 220.0 3354
465.0 223.0 3382
491.0 217.0 3404
516.0 217.0 3427
555.0 202.0 3461
590.0 189.0 3495
618.0 168.0 3528
636.0 142.0 3561
658.0 123.0 3599
678.0 108.0 3639
697.0 97.0 3684
719.0 95.0 3738
260 16
19.0 321.0 3176
73.0 314.0 3214
124.0 312.0 3248
178.0 310.0 3274
231.0 317.0 3298
299.0 310.0 3324
360.0 302.0 3351
419.0 280.0 3380
472.0 258.0 3408
534.0 261.0 3438
590.0 264.0 3466
628.0 274.0 3491
651.0 275.0 3514
669.0 248.0 3542
697.0 210.0 3575
710.0 170.0 3610
261 20
19.0 344.0 3242
64.0 339.0 3270
98.0 349.0 3293
128.0 363.0 3316
149.0 379.0 3337
198.0 386.0 3360
251.0 366.0 3388
292.0 351.0 3411
322.0 348.0 3430
348.0 343.0 3455
369.0 336.0 3493
369.0 336.0 3500
369.0 336.0 3600
369.0 336.0 3700
369.0 336.0 3800
369.0 336.0 3900
369.0 336.0 4000
369.0 336.0 4100
369.0 336.0 4200
369.0 336.0 4294
262 10
16.0 312.0 3521
65.0 319.0 3547
120.0 325.0 3579
188.0 326.0 3603
272.0 322.0 3629
351.0 306.0 3654
447.0 294.0 3682
539.0 297.0 3711
612.0 301.0 3734
703.0 309.0 3767
263 12
17.0 224.0 4515
43.0 229.0 4548
77.0 230.0 4585
118.0 230.0 4622
156.0 221.0 4655
198.0 206.0 4686
262.0 202.0 4719
308.0 192.0 4748
342.0 172.0 4781
342.0 142.0 4805
341.0 101.0 4835
341.0 67.0 4870
264 13
18.0 351.0 4919
56.0 345.0 4953
101.0 345.0 4993
136.0 352.0 5028
170.0 354.0 5059
218.0 371.0 5084
257.0 395.0 5112
291.0 437.0 5139
306.0 479.0 5160
324.0 513.0 5183
354.0 529.0 5207
393.0 551.0 5233
407.0 575.0 5259
265 13
7.0 384.0 4926
56.0 369.0 4958
93.0 371.0 4990
119.0 369.0 5027
147.0 378.0 5058
192.0 399.0 5087
221.0 427.0 5112
241.0 471.0 5138
277.0 504.0 5168
303.0 530.0 5192
320.0 546.0 5215
338.0 559.0 5241
351.0 579.0 5277
266 15
14.0 311.0 4932
68.0 300.0 4970
103.0 293.0 4999
168.0 288.0 5034
227.0 275.0 5065
291.0 260.0 5092
356.0 236.0 5125
414.0 226.0 5154
445.0 214.0 5179
467.0 199.0 5208
503.0 200.0 5234
548.0 208.0 5262
587.0 222.0 5288
643.0 236.0 5320
706.0 241.0 5352
267 14
13.0 412.0 4978
49.0 403.0 5024
99.0 388.0 5062
131.0 373.0 5101
190.0 366.0 5134
256.0 365.0 5161
301.0 381.0 5183
346.0 419.0 5208
399.0 461.0 5236
448.0 480.0 5259
514.0 472.0 5282
597.0 459.0 5308
663.0 442.0 5329
715.0 425.0 5349
268 11
12.0 317.0 5097
64.0 308.0 5131
106.0 298.0 5162
149.0 292.0 5197
208.0 296.0 5223
262.0 284.0 5251
319.0 267.0 5281
366.0 254.0 5306
406.0 236.0 5333
451.0 226.0 5363
490.0 218.0 5391
269 11
12.0 292.0 5092
55.0 282.0 5120
101.0 275.0 5151
148.0 270.0 5182
207.0 267.0 5215
260.0 256.0 5246
312.0 245.0 5280
354.0 229.0 5306
395.0 211.0 5338
435.0 198.0 5369
489.0 194.0 5398
270 10
14.0 257.0 5103
38.0 258.0 5144
71.0 265.0 5183
111.0 259.0 5226
149.0 266.0 5261
193.0 279.0 5286
221.0 318.0 5312
243.0 353.0 5336
269.0 394.0 5365
297.0 431.0 5395
271 10
16.0 288.0 5130
50.0 292.0 5167
87.0 292.0 5211
129.0 293.0 5248
158.0 315.0 5278
181.0 355.0 5305
200.0 386.0 5327
215.0 408.0 5350
234.0 435.0 5374
245.0 459.0 5395
272 5
14.0 240.0 5275
57.0 241.0 5305
80.0 246.0 5337
93.0 258.0 5362
109.0 267.0 5394
273 8
713.0 260.0 0
698.0 222.0 57
681.0 197.0 95
674.0 155.0 129
660.0 117.0 156
647.0 84.0 182
614.0 43.0 215
586.0 9.0 244
274 5
714.0 208.0 66
702.0 179.0 122
683.0 144.0 161
687.0 122.0 189
703.0 103.0 222
275 7
725.0 232.0 767
700.0 190.0 792
662.0 152.0 821
626.0 122.0 849
601.0 96.0 875
597.0 58.0 913
595.0 15.0 954
276 5
712.0 189.0 1846
641.0 185.0 1871
635.0 181.0 1902
664.0 177.0 1916
709.0 179.0 1933
277 13
706.0 212.0 2731
641.0 212.0 2759
578.0 208.0 2792
507.0 202.0 2825
461.0 212.0 2855
426.0 227.0 2878
396.0 257.0 2907
350.0 275.0 2933
295.0 292.0 2962
228.0 303.0 2994
166.0 317.0 3021
107.0 319.0 3054
15.0 347.0 3103
278 18
700.0 235.0 3632
685.0 239.0 3665
657.0 240.0 3716
602.0 240.0 3744
570.0 237.0 3776
533.0 244.0 3805
514.0 243.0 3836
502.0 253.0 3881
502.0 253.0 3900
502.0 253.0 4000
502.0 253.0 4100
502.0 253.0 4200
502.0 253.0 4300
502.0 253.0 4400
502.0 253.0 4500
502.0 253.0 4600
502.0 253.0 4700
529.0 299.0 4756
279 21
703.0 266.0 3647
667.0 264.0 3687
633.0 265.0 3718
601.0 264.0 3746
557.0 270.0 3779
531.0 268.0 3807
513.0 277.0 3835
496.0 290.0 3868
496.0 290.0 3900
496.0 290.0 4000
496.0 290.0 4100
496.0 290.0 4200
496.0 290.0 4300
496.0 290.0 4400
496.0 290.0 4500
496.0 290.0 4600
496.0 290.0 4700
496.0 290.0 4800
496.0 290.0 4900
496.0 290.0 5000
512.0 304.0 5050
280 24
700.0 281.0 3692
669.0 289.0 3724
642.0 284.0 3751
603.0 280.0 3782
570.0 285.0 3809
546.0 295.0 3834
541.0 306.0 3867
541.0 306.0 3900
541.0 306.0 4000
541.0 306.0 4100
541.0 306.0 4200
541.0 306.0 4300
541.0 306.0 4400
541.0 306.0 4500
541.0 306.0 4600
541.0 306.0 4700
541.0 306.0 4800
541.0 306.0 4900
541.0 306.0 5000
541.0 306.0 5100
541.0 306.0 5200
541.0 306.0 5300
541.0 306.0 5400
541.0 306.0 5405
281 23
701.0 262.0 3721
663.0 268.0 3751
625.0 260.0 3777
584.0 258.0 3807
558.0 256.0 3833
544.0 264.0 3864
544.0 264.0 3900
544.0 264.0 4000
544.0 264.0 4100
544.0 264.0 4200
544.0 264.0 4300
544.0 264.0 4400
544.0 264.0 4500
544.0 264.0 4600
544.0 264.0 4700
544.0 264.0 4800
544.0 264.0 4900
544.0 264.0 5000
544.0 264.0 5100
544.0 264.0 5200
544.0 264.0 5300
544.0 264.0 5400
544.0 264.0 5405
282 13
704.0 415.0 3711
641.0 419.0 3740
575.0 420.0 3773
513.0 417.0 3804
465.0 414.0 3829
414.0 406.0 3861
350.0 403.0 3891
296.0 403.0 3922
231.0 401.0 3953
182.0 402.0 3983
129.0 406.0 4015
72.0 409.0 4062
9.0 423.0 4100
283 8
707.0 263.0 3775
669.0 232.0 3808
657.0 196.0 3835
643.0 156.0 3866
637.0 115.0 3899
628.0 76.0 3928
618.0 47.0 3962
599.0 2.0 4001
284 8
703.0 217.0 3793
682.0 196.0 3824
667.0 158.0 3852
662.0 129.0 3879
655.0 89.0 3910
646.0 58.0 3937
638.0 32.0 3956
619.0 1.0 3993
285 9
720.0 291.0 3773
704.0 276.0 3793
679.0 246.0 3819
672.0 201.0 3850
666.0 166.0 3878
662.0 126.0 3908
654.0 99.0 3933
640.0 49.0 3976
615.0 9.0 4007
286 16
703.0 253.0 3845
686.0 246.0 3877
668.0 240.0 3917
631.0 229.0 3939
591.0 225.0 3965
555.0 221.0 3983
500.0 223.0 4008
437.0 229.0 4034
383.0 234.0 4060
327.0 251.0 4085
263.0 261.0 4111
208.0 282.0 4137
157.0 287.0 4162
104.0 281.0 4191
67.0 280.0 4218
16.0 286.0 4241
287 13
699.0 281.0 4017
660.0 315.0 4041
629.0 342.0 4064
579.0 373.0 4088
524.0 386.0 4108
459.0 389.0 4129
399.0 390.0 4153
328.0 383.0 4179
269.0 384.0 4205
201.0 396.0 4232
143.0 408.0 4256
97.0 422.0 4286
11.0 436.0 4334
288 8
702.0 219.0 4104
671.0 186.0 4129
628.0 155.0 4159
601.0 141.0 4185
570.0 114.0 4213
541.0 84.0 4240
544.0 53.0 4269
557.0 8.0 4310
289 11
708.0 292.0 4615
675.0 279.0 4641
659.0 271.0 4661
659.0 271.0 4700
659.0 271.0 4800
659.0 271.0 4900
659.0 271.0 5000
659.0 271.0 5100
659.0 271.0 5200
659.0 271.0 5300
659.0 271.0 5405
290 11
707.0 340.0 4632
671.0 318.0 4653
639.0 307.0 4676
639.0 307.0 4700
639.0 307.0 4800
639.0 307.0 4900
639.0 307.0 4973
674.0 308.0 5100
674.0 308.0 5200
674.0 308.0 5300
674.0 308.0 5405
291 10
706.0 198.0 4721
668.0 193.0 4753
634.0 185.0 4786
611.0 175.0 4813
590.0 153.0 4843
574.0 130.0 4873
573.0 105.0 4906
562.0 74.0 4940
549.0 51.0 4997
515.0 42.0 5069
292 11
719.0 432.0 5072
696.0 386.0 5107
680.0 365.0 5134
654.0 353.0 5160
612.0 350.0 5189
581.0 351.0 5217
547.0 358.0 5244
517.0 349.0 5273
473.0 348.0 5301
453.0 335.0 5334
444.0 316.0 5387
293 11
704.0 440.0 5122
654.0 429.0 5145
592.0 412.0 5174
535.0 386.0 5205
476.0 357.0 5233
410.0 327.0 5263
350.0 300.0 5292
290.0 273.0 5321
252.0 252.0 5344
202.0 234.0 5372
151.0 222.0 5398
294 11
707.0 484.0 5122
651.0 457.0 5147
597.0 438.0 5173
535.0 416.0 5200
477.0 385.0 5227
415.0 358.0 5253
354.0 335.0 5283
302.0 305.0 5311
253.0 282.0 5339
205.0 259.0 5368
160.0 245.0 5392
295 9
701.0 393.0 5131
665.0 384.0 5155
620.0 376.0 5183
586.0 377.0 5211
548.0 386.0 5241
505.0 376.0 5268
471.0 370.0 5292
436.0 345.0 5316
416.0 332.0 5345
296 11
711.0 238.0 5148
668.0 216.0 5173
628.0 202.0 5195
586.0 179.0 5219
545.0 169.0 5245
487.0 180.0 5271
435.0 182.0 5297
375.0 182.0 5324
328.0 183.0 5348
278.0 188.0 5374
233.0 188.0 5398
297 11
710.0 255.0 5168
660.0 258.0 5190
607.0 256.0 5214
557.0 255.0 5237
508.0 251.0 5260
464.0 252.0 5284
429.0 261.0 5305
394.0 279.0 5324
353.0 276.0 5347
296.0 266.0 5374
252.0 254.0 5399
298 4
714.0 306.0 5332
676.0 327.0 5356
639.0 323.0 5377
613.0 296.0 5399
299 3
705.0 347.0 5337
669.0 348.0 5358
635.0 356.0 5382
300 25
623.0 44.0 538
628.0 76.0 564
623.0 104.0 597
619.0 124.0 626
604.0 145.0 657
586.0 163.0 687
556.0 179.0 718
528.0 187.0 742
508.0 201.0 766
483.0 216.0 793
452.0 233.0 820
433.0 232.0 840
411.0 233.0 879
384.0 230.0 903
358.0 230.0 928
321.0 227.0 955
289.0 216.0 980
245.0 214.0 1003
202.0 209.0 1028
165.0 211.0 1052
130.0 219.0 1079
79.0 227.0 1115
43.0 227.0 1154
26.0 214.0 1200
9.0 213.0 1221
301 27
649.0 82.0 0
649.0 82.0 114
649.0 82.0 228
649.0 82.0 392
649.0 82.0 450 
649.0 82.0 557
644.0 101.0 587
637.0 125.0 617
631.0 153.0 647
614.0 168.0 679
589.0 187.0 707
553.0 200.0 739
526.0 217.0 767
497.0 234.0 795
469.0 253.0 818
434.0 257.0 840
408.0 259.0 864
396.0 253.0 889
365.0 250.0 913
317.0 244.0 941
271.0 237.0 967
226.0 235.0 995
185.0 233.0 1021
136.0 239.0 1051
89.0 246.0 1088
64.0 251.0 1118
10.0 250.0 1163
302 11
698.0 127.0 622
684.0 114.0 651
668.0 93.0 680
646.0 66.0 707
636.0 52.0 732
632.0 52.0 765
611.0 63.0 787
583.0 81.0 814
562.0 93.0 840
536.0 107.0 880
542.0 115.0 948
303 7
700.0 108.0 669
683.0 110.0 700
652.0 113.0 730
628.0 117.0 756
600.0 128.0 783
572.0 136.0 812
549.0 141.0 847
304 7
706.0 87.0 682
674.0 86.0 713
636.0 92.0 738
604.0 104.0 766
576.0 114.0 791
549.0 120.0 816
531.0 130.0 846
305 4
701.0 75.0 540
685.0 69.0 558
665.0 56.0 581
639.0 47.0 602
306 5
700.0 57.0 786
688.0 76.0 815
682.0 100.0 841
681.0 118.0 865
701.0 119.0 891
307 4
704.0 76.0 834
691.0 90.0 858
690.0 103.0 887
705.0 107.0 913
308 10
703.0 152.0 927
679.0 147.0 951
655.0 135.0 971
627.0 124.0 989
595.0 116.0 1010
585.0 99.0 1038
580.0 86.0 1074
585.0 70.0 1093
580.0 45.0 1120
574.0 8.0 1160
309 9
707.0 135.0 935
680.0 129.0 957
636.0 112.0 980
615.0 106.0 1001
599.0 91.0 1023
596.0 77.0 1052
596.0 57.0 1081
596.0 46.0 1106
591.0 11.0 1143
310 6
700.0 152.0 1067
674.0 127.0 1090
658.0 99.0 1114
644.0 68.0 1141
627.0 42.0 1164
573.0 8.0 1220
311 10
708.0 135.0 1085
682.0 126.0 1105
653.0 119.0 1124
629.0 116.0 1145
584.0 102.0 1172
557.0 95.0 1195
520.0 83.0 1219
503.0 81.0 1273
471.0 70.0 1299
441.0 51.0 1334
312 7
698.0 41.0 820
699.0 59.0 846
679.0 79.0 871
685.0 94.0 1005
693.0 82.0 1119
678.0 62.0 1138
652.0 53.0 1161
313 9
722.0 203.0 1153
702.0 185.0 1173
679.0 152.0 1199
656.0 134.0 1228
636.0 120.0 1251
607.0 113.0 1277
590.0 89.0 1304
590.0 45.0 1354
579.0 9.0 1427
314 28
708.0 177.0 1757
670.0 169.0 1783
644.0 169.0 1805
606.0 164.0 1828
571.0 162.0 1850
539.0 156.0 1872
502.0 140.0 1896
481.0 147.0 1926
463.0 158.0 1957
463.0 158.0 2000
463.0 158.0 2100
463.0 158.0 2200
463.0 158.0 2400
463.0 158.0 2500
463.0 158.0 2600
463.0 158.0 2700
463.0 158.0 2800
436.0 175.0 2900
414.0 169.0 3000
414.0 169.0 3100
414.0 169.0 3200
414.0 169.0 3300
414.0 169.0 3400
414.0 169.0 3500
414.0 169.0 3600
414.0 169.0 3700
414.0 169.0 3800
436.0 197.0 3896
315 12
359.0 87.0 321
343.0 99.0 347
326.0 122.0 372
291.0 145.0 400
264.0 161.0 423
246.0 180.0 449
216.0 198.0 473
168.0 207.0 501
129.0 217.0 532
98.0 220.0 559
52.0 229.0 588
12.0 241.0 618
316 24
448.0 101.0 502
445.0 119.0 529
432.0 154.0 555
426.0 186.0 581
432.0 200.0 607
447.0 209.0 649
461.0 216.0 710
428.0 225.0 780
412.0 231.0 799
395.0 240.0 820
385.0 251.0 856
391.0 276.0 877
410.0 294.0 899
424.0 292.0 920
446.0 273.0 942
461.0 276.0 962
499.0 282.0 981
532.0 291.0 1004
566.0 290.0 1027
613.0 307.0 1047
639.0 337.0 1067
657.0 375.0 1085
695.0 417.0 1110
721.0 432.0 1122
317 24
444.0 110.0 529
441.0 120.0 559
438.0 135.0 594
422.0 158.0 622
416.0 185.0 653
416.0 197.0 690
412.0 205.0 763
379.0 212.0 791
362.0 213.0 812
346.0 232.0 833
347.0 248.0 855
352.0 267.0 875
371.0 307.0 896
389.0 332.0 915
421.0 355.0 934
454.0 360.0 955
481.0 362.0 976
502.0 378.0 997
527.0 410.0 1017
553.0 434.0 1039
581.0 448.0 1060
619.0 480.0 1082
659.0 505.0 1103
703.0 530.0 1126
318 11
477.0 129.0 937
452.0 142.0 965
421.0 158.0 988
369.0 177.0 1012
315.0 194.0 1036
273.0 204.0 1059
216.0 214.0 1082
166.0 218.0 1106
113.0 239.0 1138
67.0 249.0 1173
11.0 258.0 1202
319 11
469.0 109.0 937
441.0 130.0 966
407.0 138.0 988
354.0 153.0 1012
300.0 164.0 1035
258.0 177.0 1057
205.0 196.0 1082
153.0 200.0 1106
115.0 209.0 1136
71.0 219.0 1168
9.0 231.0 1200
320 9
366.0 72.0 1752
344.0 97.0 1776
313.0 110.0 1800
283.0 105.0 1823
250.0 102.0 1846
239.0 97.0 1869
227.0 71.0 1898
231.0 59.0 1933
244.0 54.0 2048
321 26
532.0 53.0 2010
515.0 65.0 2043
494.0 77.0 2070
482.0 92.0 2102
462.0 99.0 2130
446.0 116.0 2160
422.0 140.0 2188
393.0 166.0 2216
377.0 179.0 2240
355.0 195.0 2264
337.0 217.0 2289
333.0 242.0 2311
325.0 254.0 2336
326.0 267.0 2372
323.0 280.0 2398
318.0 303.0 2420
297.0 323.0 2444
268.0 333.0 2466
243.0 357.0 2492
220.0 371.0 2520
210.0 388.0 2548
179.0 398.0 2575
150.0 405.0 2598
106.0 408.0 2625
69.0 405.0 2653
13.0 409.0 2696
322 24
447.0 50.0 2194
477.0 74.0 2228
492.0 94.0 2251
508.0 111.0 2276
510.0 126.0 2300
492.0 137.0 2326
483.0 174.0 2351
480.0 174.0 2378
468.0 198.0 2411
456.0 219.0 2433
434.0 230.0 2452
394.0 241.0 2470
363.0 234.0 2491
334.0 219.0 2514
322.0 201.0 2532
307.0 199.0 2547
287.0 198.0 2566
255.0 195.0 2591
218.0 201.0 2615
175.0 209.0 2639
139.0 215.0 2658
89.0 223.0 2685
55.0 226.0 2709
14.0 226.0 2738
323 19
361.0 76.0 2194
345.0 94.0 2224
348.0 116.0 2252
362.0 139.0 2276
375.0 173.0 2300
390.0 195.0 2325
417.0 211.0 2346
457.0 217.0 2368
489.0 215.0 2386
518.0 223.0 2405
550.0 235.0 2427
579.0 224.0 2450
615.0 190.0 2473
635.0 160.0 2496
648.0 131.0 2520
651.0 105.0 2540
624.0 74.0 2564
587.0 45.0 2597
539.0 12.0 2645
324 30
16.0 33.0 2319
35.0 40.0 2383
66.0 50.0 2438
98.0 64.0 2470
121.0 68.0 2498
148.0 77.0 2524
186.0 76.0 2553
199.0 84.0 2576
210.0 95.0 2607
210.0 109.0 2632
217.0 132.0 2661
228.0 143.0 2695
233.0 149.0 2721
257.0 163.0 2745
271.0 158.0 2770
285.0 170.0 2798
284.0 181.0 2824
287.0 201.0 2868
316.0 200.0 2898
348.0 196.0 2930
378.0 198.0 2955
412.0 220.0 2976
461.0 233.0 3000
480.0 254.0 3027
501.0 273.0 3062
529.0 290.0 3091
580.0 294.0 3118
615.0 304.0 3146
664.0 303.0 3173
712.0 307.0 3204
325 27
38.0 6.0 2358
136.0 45.0 2497
162.0 56.0 2528
181.0 58.0 2553
196.0 68.0 2584
208.0 81.0 2621
212.0 97.0 2658
218.0 109.0 2694
222.0 130.0 2726
225.0 149.0 2769
227.0 176.0 2796
246.0 192.0 2823
261.0 199.0 2856
278.0 206.0 2884
301.0 220.0 2918
336.0 223.0 2944
371.0 224.0 2967
395.0 232.0 2985
422.0 240.0 3007
453.0 256.0 3031
475.0 265.0 3054
519.0 265.0 3082
551.0 269.0 3106
589.0 278.0 3133
633.0 287.0 3158
666.0 287.0 3184
706.0 294.0 3208
326 15
315.0 141.0 2573
297.0 161.0 2604
276.0 164.0 2628
246.0 159.0 2647
223.0 155.0 2665
200.0 140.0 2685
189.0 133.0 2709
182.0 108.0 2734
180.0 85.0 2764
182.0 61.0 2808
198.0 92.0 2907
182.0 67.0 2941
151.0 58.0 2963
113.0 42.0 2990
42.0 9.0 3045
327 19
285.0 145.0 2588
276.0 144.0 2628
257.0 153.0 2659
249.0 176.0 2691
251.0 188.0 2715
235.0 194.0 2737
214.0 209.0 2758
171.0 210.0 2781
149.0 216.0 2801
155.0 205.0 2845
173.0 182.0 2864
188.0 154.0 2884
197.0 128.0 2905
210.0 94.0 2930
173.0 76.0 2951
143.0 77.0 2971
111.0 66.0 2991
78.0 46.0 3012
10.0 12.0 3063
328 19
163.0 34.0 2824
172.0 60.0 2869
172.0 79.0 2897
184.0 103.0 2919
192.0 120.0 2950
207.0 152.0 2976
232.0 181.0 3000
252.0 197.0 3020
273.0 206.0 3041
315.0 225.0 3065
368.0 238.0 3093
414.0 235.0 3117
466.0 225.0 3142
510.0 203.0 3167
544.0 185.0 3193
593.0 164.0 3220
633.0 163.0 3249
659.0 171.0 3266
710.0 191.0 3292
329 14
319.0 122.0 3099
307.0 151.0 3136
307.0 163.0 3169
312.0 174.0 3286
304.0 192.0 3586
295.0 207.0 3612
259.0 222.0 3642
232.0 227.0 3675
202.0 228.0 3706
172.0 234.0 3734
141.0 237.0 3766
103.0 243.0 3804
61.0 248.0 3832
13.0 233.0 3871
330 13
344.0 110.0 3118
326.0 118.0 3145
294.0 147.0 3182
288.0 157.0 3225
287.0 176.0 3331
278.0 193.0 3358
277.0 213.0 3397
272.0 231.0 3426
224.0 235.0 3448
185.0 251.0 3468
131.0 270.0 3488
75.0 285.0 3510
7.0 290.0 3531
331 16
343.0 104.0 3139
323.0 114.0 3169
308.0 124.0 3201
290.0 138.0 3279
281.0 155.0 3390
279.0 169.0 3428
275.0 178.0 3632
252.0 183.0 3656
214.0 192.0 3677
184.0 204.0 3699
164.0 214.0 3723
149.0 212.0 3757
132.0 220.0 3791
97.0 228.0 3821
56.0 227.0 3849
31.0 218.0 3881
332 14
335.0 116.0 3199
324.0 137.0 3231
315.0 150.0 3551
304.0 166.0 3580
283.0 193.0 3607
269.0 199.0 3634
233.0 208.0 3667
208.0 205.0 3696
190.0 209.0 3720
173.0 220.0 3755
155.0 229.0 3788
119.0 237.0 3822
78.0 256.0 3847
6.0 272.0 3881
333 18
350.0 76.0 3618
340.0 94.0 3653
329.0 122.0 3692
312.0 139.0 3736
306.0 154.0 3770
314.0 181.0 3802
335.0 203.0 3833
356.0 225.0 3863
369.0 244.0 3881
389.0 272.0 3905
405.0 299.0 3929
445.0 324.0 3959
492.0 351.0 3989
537.0 377.0 4017
574.0 389.0 4044
619.0 403.0 4074
668.0 420.0 4103
709.0 433.0 4128
334 19
241.0 71.0 3452
224.0 74.0 3514
201.0 79.0 3539
162.0 82.0 3567
134.0 79.0 3594
96.0 71.0 3620
68.0 71.0 3648
46.0 68.0 3672
43.0 56.0 3719
50.0 56.0 3791
78.0 53.0 3824
114.0 54.0 3856
132.0 59.0 3892
148.0 68.0 3928
170.0 74.0 3964
191.0 72.0 3988
211.0 75.0 4025
234.0 74.0 4059
253.0 70.0 4091
335 18
444.0 59.0 3617
452.0 63.0 3657
458.0 72.0 3745
468.0 84.0 3767
466.0 117.0 3791
467.0 148.0 3812
464.0 175.0 3833
451.0 205.0 3853
425.0 226.0 3874
394.0 213.0 3896
351.0 200.0 3921
302.0 199.0 3944
256.0 195.0 3968
200.0 202.0 3991
165.0 204.0 4013
123.0 219.0 4040
76.0 231.0 4067
8.0 246.0 4104
336 16
456.0 92.0 3730
460.0 105.0 3756
459.0 134.0 3782
453.0 179.0 3806
439.0 197.0 3828
419.0 225.0 3851
400.0 240.0 3875
385.0 230.0 3890
363.0 223.0 3908
312.0 219.0 3933
265.0 217.0 3956
222.0 219.0 3980
169.0 221.0 4004
127.0 236.0 4031
87.0 253.0 4060
18.0 267.0 4101
337 10
243.0 84.0 5013
246.0 109.0 5037
267.0 130.0 5060
328.0 140.0 5083
386.0 139.0 5106
449.0 131.0 5132
504.0 119.0 5156
526.0 95.0 5216
520.0 68.0 5240
508.0 55.0 5278
338 6
61.0 16.0 5272
118.0 54.0 5310
155.0 81.0 5334
186.0 100.0 5358
200.0 133.0 5382
213.0 150.0 5400
339 5
96.0 7.0 5277
151.0 48.0 5329
181.0 67.0 5352
197.0 83.0 5374
209.0 112.0 5397
340 24
616.0 54.0 830
621.0 64.0 865
621.0 77.0 959
628.0 83.0 1307
629.0 94.0 1330
636.0 113.0 1355
639.0 134.0 1384
633.0 151.0 1421
621.0 166.0 1463
619.0 183.0 1491
604.0 214.0 1527
587.0 235.0 1559
573.0 235.0 1584
552.0 221.0 1623
557.0 210.0 1692
569.0 211.0 1728
584.0 219.0 1751
599.0 230.0 1797
616.0 236.0 1823
649.0 238.0 1849
667.0 253.0 1869
702.0 283.0 1905
712.0 356.0 1954
722.0 395.0 1981
341 16
586.0 58.0 970
575.0 74.0 995
546.0 58.0 1023
561.0 50.0 1094
565.0 69.0 1114
580.0 94.0 1137
588.0 123.0 1160
590.0 140.0 1179
607.0 157.0 1198
624.0 178.0 1215
636.0 200.0 1232
667.0 214.0 1253
683.0 251.0 1275
681.0 287.0 1297
686.0 316.0 1315
709.0 351.0 1340
342 9
676.0 41.0 1152
669.0 60.0 1172
654.0 74.0 1191
645.0 102.0 1208
632.0 124.0 1226
641.0 142.0 1243
660.0 172.0 1260
690.0 191.0 1277
712.0 218.0 1290
343 21
651.0 49.0 1228
648.0 72.0 1245
646.0 85.0 1272
646.0 101.0 1307
644.0 129.0 1334
646.0 154.0 1358
643.0 166.0 1414
637.0 180.0 1437
617.0 197.0 1465
597.0 216.0 1488
587.0 232.0 1514
564.0 243.0 1540
555.0 243.0 1618
568.0 225.0 1658
586.0 218.0 1678
613.0 223.0 1699
625.0 244.0 1784
636.0 256.0 1802
666.0 259.0 1825
687.0 303.0 1847
710.0 347.0 1868
344 9
709.0 84.0 1194
686.0 74.0 1217
670.0 52.0 1238
635.0 43.0 1261
614.0 46.0 1285
583.0 51.0 1306
545.0 50.0 1328
506.0 44.0 1351
471.0 39.0 1377
345 21
531.0 48.0 1528
526.0 68.0 1564
505.0 73.0 1586
489.0 91.0 1611
467.0 102.0 1636
449.0 126.0 1666
428.0 139.0 1690
400.0 140.0 1714
370.0 141.0 1739
339.0 151.0 1763
307.0 155.0 1786
274.0 163.0 1810
245.0 170.0 1840
228.0 153.0 1858
218.0 136.0 1880
213.0 116.0 1902
209.0 101.0 1922
193.0 94.0 1948
173.0 61.0 1978
152.0 43.0 2005
109.0 3.0 2066
346 21
556.0 60.0 1528
549.0 75.0 1553
534.0 82.0 1578
506.0 106.0 1609
484.0 127.0 1636
464.0 139.0 1666
447.0 151.0 1692
414.0 165.0 1716
377.0 164.0 1742
347.0 170.0 1767
319.0 174.0 1790
275.0 186.0 1816
233.0 190.0 1840
210.0 168.0 1858
199.0 146.0 1882
190.0 118.0 1906
182.0 106.0 1945
176.0 91.0 1969
153.0 74.0 1993
136.0 54.0 2015
77.0 7.0 2078
347 17
450.0 76.0 1528
464.0 94.0 1550
469.0 116.0 1581
459.0 137.0 1604
447.0 156.0 1628
425.0 164.0 1665
426.0 182.0 1690
436.0 191.0 1711
463.0 205.0 1734
505.0 213.0 1754
528.0 215.0 1773
556.0 217.0 1797
577.0 227.0 1825
600.0 225.0 1853
641.0 225.0 1879
666.0 225.0 1901
713.0 244.0 1935
348 8
483.0 51.0 1576
513.0 48.0 1603
554.0 51.0 1631
591.0 54.0 1656
618.0 51.0 1681
648.0 46.0 1706
682.0 46.0 1728
715.0 52.0 1751
349 7
484.0 41.0 1610
544.0 37.0 1639
579.0 42.0 1666
616.0 39.0 1695
641.0 39.0 1726
658.0 40.0 1749
705.0 44.0 1780
350 10
550.0 48.0 1878
574.0 72.0 1898
598.0 95.0 1920
616.0 105.0 1946
630.0 113.0 1971
641.0 122.0 2010
649.0 135.0 2030
657.0 159.0 2051
669.0 166.0 2078
704.0 189.0 2117
351 8
629.0 18.0 1892
647.0 52.0 1928
651.0 78.0 1954
655.0 96.0 1980
